10-12-2024 23:45:13GET/{"host":"localhost:3000","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32"}
11-12-2024 01:15:48GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AInMXO2Q8dOMbpxfL_CsgLG3_gu0MvPKO.P%2FudRfbyuygMAsAAGwpS6IuABujXaejimL30QX78ysE"}
11-12-2024 01:15:49GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AInMXO2Q8dOMbpxfL_CsgLG3_gu0MvPKO.P%2FudRfbyuygMAsAAGwpS6IuABujXaejimL30QX78ysE"}
11-12-2024 01:15:50GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AInMXO2Q8dOMbpxfL_CsgLG3_gu0MvPKO.P%2FudRfbyuygMAsAAGwpS6IuABujXaejimL30QX78ysE"}
11-12-2024 01:16:38POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AInMXO2Q8dOMbpxfL_CsgLG3_gu0MvPKO.P%2FudRfbyuygMAsAAGwpS6IuABujXaejimL30QX78ysE"}
11-12-2024 01:16:38GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AdgI03tve05bEepe_e5AWgZevskgS8GST.vg4ZZxJPQuJR1aP8m8mtiy45ac8pMwVANUHqE0yGlrY"}
11-12-2024 01:17:22POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AdgI03tve05bEepe_e5AWgZevskgS8GST.vg4ZZxJPQuJR1aP8m8mtiy45ac8pMwVANUHqE0yGlrY"}
11-12-2024 01:17:22GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AFSkEmRv4AlyZQO47AEMaZwsnRjADgVGm.CQWi1fUXI0q6IHNtuFAvrnkI4F4p5UWwq3eCd8CDEAk"}
11-12-2024 01:25:28GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AFSkEmRv4AlyZQO47AEMaZwsnRjADgVGm.CQWi1fUXI0q6IHNtuFAvrnkI4F4p5UWwq3eCd8CDEAk"}
11-12-2024 01:25:35POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A6tRBk9553Bqz138Ba2tFd04xoBGkHGxJ.ZextHyy%2Blf9zADffJHlngQMSTppJUVpsuH2YotATsIk"}
11-12-2024 01:25:35GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A-pc7U4OgvrCjIkEkooBuia76TQhEbohM.kznemy2BXEm0cksaq3e8sMEvEzsgdNKgAbdtCofq6Xo"}
11-12-2024 12:15:08GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"cross-site","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32"}
11-12-2024 12:15:08GET/favicon.ico{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua-platform":"\"Windows\"","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"no-cors","sec-fetch-dest":"image","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A1n4Xfb49VTHscdLF9yfYJ1dS8c4PmqtG.shiaBBF%2Fp57p%2FS30Sb2zXApyn8OOK%2BbIH6vI%2FbW2n4Q"}
11-12-2024 12:15:29GET/views/cart.ejs{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A1n4Xfb49VTHscdLF9yfYJ1dS8c4PmqtG.shiaBBF%2Fp57p%2FS30Sb2zXApyn8OOK%2BbIH6vI%2FbW2n4Q"}
11-12-2024 12:16:39GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"cross-site","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A1n4Xfb49VTHscdLF9yfYJ1dS8c4PmqtG.shiaBBF%2Fp57p%2FS30Sb2zXApyn8OOK%2BbIH6vI%2FbW2n4Q","if-none-match":"W/\"3f0-hOKco/8vnFkVqvv+aydc7umwA0g\""}
11-12-2024 12:16:40GET/views/auth/signup.ejs{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A1n4Xfb49VTHscdLF9yfYJ1dS8c4PmqtG.shiaBBF%2Fp57p%2FS30Sb2zXApyn8OOK%2BbIH6vI%2FbW2n4Q"}
11-12-2024 12:16:52GET/views/auth/signup.ejs{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A1n4Xfb49VTHscdLF9yfYJ1dS8c4PmqtG.shiaBBF%2Fp57p%2FS30Sb2zXApyn8OOK%2BbIH6vI%2FbW2n4Q"}
11-12-2024 12:16:54GET/views/auth/signup.ejs{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A1n4Xfb49VTHscdLF9yfYJ1dS8c4PmqtG.shiaBBF%2Fp57p%2FS30Sb2zXApyn8OOK%2BbIH6vI%2FbW2n4Q"}
11-12-2024 12:17:37GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A1n4Xfb49VTHscdLF9yfYJ1dS8c4PmqtG.shiaBBF%2Fp57p%2FS30Sb2zXApyn8OOK%2BbIH6vI%2FbW2n4Q","if-none-match":"W/\"3f7-Cn+5Qb02vWSIK97VfkWS57kezyQ\""}
11-12-2024 12:17:39GET/auth/signup.ejs{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AFoNbXZhDdYEYt88eMShjNd7KH90KMGLy.kaABeLxG0b1UEP0dNpav%2Br7tzAAdigSaWYg0nVr0lBg"}
11-12-2024 12:17:42GET/auth/signup.ejs{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AFoNbXZhDdYEYt88eMShjNd7KH90KMGLy.kaABeLxG0b1UEP0dNpav%2Br7tzAAdigSaWYg0nVr0lBg"}
11-12-2024 12:17:58POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"29","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AFoNbXZhDdYEYt88eMShjNd7KH90KMGLy.kaABeLxG0b1UEP0dNpav%2Br7tzAAdigSaWYg0nVr0lBg"}
11-12-2024 12:17:58GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AFoNbXZhDdYEYt88eMShjNd7KH90KMGLy.kaABeLxG0b1UEP0dNpav%2Br7tzAAdigSaWYg0nVr0lBg"}
11-12-2024 12:18:06POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AFoNbXZhDdYEYt88eMShjNd7KH90KMGLy.kaABeLxG0b1UEP0dNpav%2Br7tzAAdigSaWYg0nVr0lBg"}
11-12-2024 12:18:06GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ARWyemzi1xNsPg-L4oIOmY5myWEWW7pfD.hk42PWx6ca34ESTTf9yfVUv8W%2FXOBmeASAmiUr3DIBE"}
11-12-2024 12:18:19POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ARWyemzi1xNsPg-L4oIOmY5myWEWW7pfD.hk42PWx6ca34ESTTf9yfVUv8W%2FXOBmeASAmiUr3DIBE"}
11-12-2024 12:18:20GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AnjpvCFOk9vusFHJZVF5O-FLfk6LW9LhD.1TeR%2FMrRWAhEn2MxrhLwuN7O%2BzMjHZSKzoEouvUoONY"}
